sep=;
Date;High price;Low price;Closing price;Average price;Total volume;Turnover
2025-05-09;942.82;935.13;938.34;;1;
2025-05-08;942.37;933.18;937.49;;1;
2025-05-07;934.29;927.99;931.49;;1;
2025-05-06;941.45;925.14;930.84;;1;
2025-05-05;943.35;938.05;942.16;;1;
2025-05-02;943.02;935.13;941.93;;1;
2025-04-30;931.18;916.28;931.18;;1;
2025-04-29;926.31;917.55;919.71;;1;
2025-04-28;929.63;922.43;923.66;;1;
2025-04-25;926.94;918.40;924.31;;1;
2025-04-24;916.44;906.28;915.92;;1;
2025-04-23;921.30;907.42;913.30;;1;
2025-04-22;899.26;884.63;899.26;;1;
2025-04-17;900.16;891.11;894.01;;1;
2025-04-16;900.68;891.52;900.68;;1;
2025-04-15;908.20;890.09;908.20;;1;
2025-04-14;889.88;876.28;888.42;;1;
2025-04-11;867.64;843.37;864.67;;1;
2025-04-10;896.68;836.12;863.85;;1;
2025-04-09;835.26;811.11;824.22;;1;
2025-04-08;862.50;838.13;851.43;;1;
2025-04-07;875.82;807.11;832.29;;1;
2025-04-04;913.93;863.22;874.41;;1;
2025-04-03;931.45;910.55;913.14;;1;
2025-04-02;949.95;930.26;945.47;;1;
2025-04-01;956.55;946.22;954.44;;1;
2025-03-31;952.66;941.43;945.21;;1;
2025-03-28;970.00;957.10;961.72;;1;
2025-03-27;973.88;963.02;970.43;;1;
2025-03-26;998.61;980.73;981.48;;1;
2025-03-25;996.42;985.70;996.15;;1;
2025-03-24;999.98;989.50;993.44;;1;
2025-03-21;"1,002.27";989.46;993.03;;1;
2025-03-20;"1,014.49";998.61;"1,007.14";;1;
2025-03-19;"1,010.61";"1,004.02";"1,009.44";;1;
2025-03-18;"1,016.31";"1,005.04";"1,008.95";;1;
2025-03-17;"1,009.92";"1,003.82";"1,007.94";;1;
2025-03-14;"1,006.17";991.16;"1,006.10";;1;
2025-03-13;997.12;981.92;989.74;;1;
2025-03-12;"1,002.60";986.33;992.85;;1;
2025-03-11;"1,014.74";987.93;989.04;;1;
2025-03-10;"1,022.93";"1,008.69";"1,009.84";;1;
2025-03-07;"1,022.37";"1,006.24";"1,020.36";;1;
